#,Date-Time (PST/PDT),"Temperature , °C"
1,03/20/2024 16:20:14,23.81
2,03/20/2024 16:50:14,23.72
3,03/20/2024 17:20:14,23.38
4,03/20/2024 17:50:14,23.16
5,03/20/2024 18:20:14,22.99
6,03/20/2024 18:50:14,22.91
7,03/20/2024 19:20:14,22.91
8,03/20/2024 19:50:14,22.99
9,03/20/2024 20:20:14,22.99
10,03/20/2024 20:50:14,22.95
11,03/20/2024 21:20:14,23.03
12,03/20/2024 21:50:14,22.99
13,03/20/2024 22:20:14,22.99
14,03/20/2024 22:50:14,22.95
15,03/20/2024 23:20:14,22.99
16,03/20/2024 23:50:14,22.95
17,03/21/2024 00:20:14,22.91
18,03/21/2024 00:50:14,22.99
19,03/21/2024 01:20:14,23.03
20,03/21/2024 01:50:14,22.99
21,03/21/2024 02:20:14,23.03
22,03/21/2024 02:50:14,22.99
23,03/21/2024 03:20:14,23.03
24,03/21/2024 03:50:14,22.99
25,03/21/2024 04:20:14,22.99
26,03/21/2024 04:50:14,22.95
27,03/21/2024 05:20:14,22.95
28,03/21/2024 05:50:14,22.99
29,03/21/2024 06:20:14,22.95
30,03/21/2024 06:50:14,22.95
31,03/21/2024 07:20:14,22.91
32,03/21/2024 07:50:14,22.86
33,03/21/2024 08:20:14,21.75
34,03/21/2024 08:50:14,16.90
35,03/21/2024 09:20:14,16.56
36,03/21/2024 09:50:14,16.73
37,03/21/2024 10:20:14,16.34
38,03/21/2024 10:50:14,16.43
39,03/21/2024 11:20:14,17.63
40,03/21/2024 11:50:14,19.22
41,03/21/2024 12:20:14,20.37
42,03/21/2024 12:50:14,21.06
43,03/21/2024 13:20:14,21.58
44,03/21/2024 13:50:14,21.66
45,03/21/2024 14:20:14,22.73
46,03/21/2024 14:50:14,23.21
47,03/21/2024 15:20:14,27.50
48,03/21/2024 15:50:14,27.84
49,03/21/2024 16:20:14,25.69
50,03/21/2024 16:50:14,23.34
51,03/21/2024 17:20:14,20.16
52,03/21/2024 17:50:14,18.79
53,03/21/2024 18:20:14,16.90
54,03/21/2024 18:50:14,14.93
55,03/21/2024 19:20:14,11.84
56,03/21/2024 19:50:14,10.51
57,03/21/2024 20:20:14,9.65
58,03/21/2024 20:50:14,8.88
59,03/21/2024 21:20:14,8.36
60,03/21/2024 21:50:14,8.02
61,03/21/2024 22:20:14,7.85
62,03/21/2024 22:50:14,7.50
63,03/21/2024 23:20:14,6.90
64,03/21/2024 23:50:14,6.48
65,03/22/2024 00:20:14,6.00
66,03/22/2024 00:50:14,5.70
67,03/22/2024 01:20:14,5.32
68,03/22/2024 01:50:14,5.66
69,03/22/2024 02:20:14,5.45
70,03/22/2024 02:50:14,4.97
71,03/22/2024 03:20:14,4.54
